County,Choice_Party,Total_Votes,Year,Lat.y,Long.y
FORSYTH,DEM,94464,2016,36.1306,-80.2563
FORSYTH,REP,75975,2016,36.1306,-80.2563
FRANKLIN,DEM,12874,2016,36.0827,-78.2857
FRANKLIN,REP,16368,2016,36.0827,-78.2857
GASTON,DEM,31177,2016,35.2944,-81.1803
GASTON,REP,61798,2016,35.2944,-81.1803
GATES,DEM,2385,2016,36.4449,-76.7005
GATES,REP,2874,2016,36.4449,-76.7005
GRAHAM,DEM,768,2016,35.3502,-83.8335
GRAHAM,REP,3283,2016,35.3502,-83.8335
GRANVILLE,DEM,12909,2016,36.304,-78.6527
GRANVILLE,REP,13591,2016,36.304,-78.6527
GREENE,DEM,3605,2016,35.485,-77.6758
GREENE,REP,4374,2016,35.485,-77.6758
GUILFORD,DEM,149248,2016,36.0795,-79.7889
GUILFORD,REP,98062,2016,36.0795,-79.7889
HALIFAX,DEM,15748,2016,36.2574,-77.6517
HALIFAX,REP,9031,2016,36.2574,-77.6517
HARNETT,DEM,16737,2016,35.3688,-78.8693
HARNETT,REP,27614,2016,35.3688,-78.8693
HAYWOOD,DEM,10473,2016,35.556,-82.9822
HAYWOOD,REP,18929,2016,35.556,-82.9822
HENDERSON,DEM,19827,2016,35.3363,-82.48
HENDERSON,REP,35809,2016,35.3363,-82.48
HERTFORD,DEM,6910,2016,36.3591,-76.982
HERTFORD,REP,3099,2016,36.3591,-76.982
HOKE,DEM,9726,2016,35.0175,-79.2373
HOKE,REP,7760,2016,35.0175,-79.2373
HYDE,DEM,965,2016,35.5305,-76.2509
HYDE,REP,1288,2016,35.5305,-76.2509
IREDELL,DEM,24734,2016,35.8071,-80.8734
IREDELL,REP,54754,2016,35.8071,-80.8734
JACKSON,DEM,7713,2016,35.2876,-83.1408
JACKSON,REP,9870,2016,35.2876,-83.1408
JOHNSTON,DEM,28362,2016,35.5178,-78.3657
JOHNSTON,REP,54372,2016,35.5178,-78.3657
JONES,DEM,2065,2016,35.0217,-77.3552
JONES,REP,2974,2016,35.0217,-77.3552
LEE,DEM,10469,2016,35.4752,-79.1715
LEE,REP,13712,2016,35.4752,-79.1715
LENOIR,DEM,12634,2016,35.2388,-77.6412
LENOIR,REP,13613,2016,35.2388,-77.6412
LINCOLN,DEM,9897,2016,35.4856,-81.2235
LINCOLN,REP,28806,2016,35.4856,-81.2235
MACON,DEM,4876,2016,35.1505,-83.4222
MACON,REP,12127,2016,35.1505,-83.4222
MADISON,DEM,3926,2016,35.858,-82.7058
MADISON,REP,6783,2016,35.858,-82.7058
MARTIN,DEM,5846,2016,35.8432,-77.1092
MARTIN,REP,5897,2016,35.8432,-77.1092
MCDOWELL,DEM,4667,2016,35.6817,-82.0493
MCDOWELL,REP,14568,2016,35.6817,-82.0493
MECKLENBURG,DEM,294562,2016,35.2467,-80.8328
MECKLENBURG,REP,155518,2016,35.2467,-80.8328
MITCHELL,DEM,1596,2016,36.0133,-82.1636
MITCHELL,REP,6282,2016,36.0133,-82.1636
MONTGOMERY,DEM,4150,2016,35.3325,-79.9055
MONTGOMERY,REP,7130,2016,35.3325,-79.9055
MOORE,DEM,16329,2016,35.3106,-79.4814
MOORE,REP,30490,2016,35.3106,-79.4814
NASH,DEM,23235,2016,35.9673,-77.9864
NASH,REP,23319,2016,35.9673,-77.9864
NEW HANOVER,DEM,50979,2016,34.2328,-77.8847
NEW HANOVER,REP,55344,2016,34.2328,-77.8847
NORTHAMPTON,DEM,6144,2016,36.4178,-77.3969
NORTHAMPTON,REP,3582,2016,36.4178,-77.3969
ONSLOW,DEM,17514,2016,34.7321,-77.4321
ONSLOW,REP,37122,2016,34.7321,-77.4321
ORANGE,DEM,59923,2016,36.0611,-79.1207
ORANGE,REP,18557,2016,36.0611,-79.1207
PAMLICO,DEM,2448,2016,35.1435,-76.7407
PAMLICO,REP,4258,2016,35.1435,-76.7407
PASQUOTANK,DEM,8615,2016,36.2955,-76.284
PASQUOTANK,REP,8180,2016,36.2955,-76.284
PENDER,DEM,9354,2016,34.5248,-77.9051
PENDER,REP,17639,2016,34.5248,-77.9051
PERQUIMANS,DEM,2319,2016,36.2059,-76.4411
PERQUIMANS,REP,4177,2016,36.2059,-76.4411
PERSON,DEM,7833,2016,36.39,-78.9718
PERSON,REP,11185,2016,36.39,-78.9718
PITT,DEM,41824,2016,35.5933,-77.3745
PITT,REP,35691,2016,35.5933,-77.3745
POLK,DEM,3735,2016,35.2793,-82.1697
POLK,REP,6768,2016,35.2793,-82.1697
RANDOLPH,DEM,13194,2016,35.7103,-79.806
RANDOLPH,REP,49430,2016,35.7103,-79.806
RICHMOND,DEM,8501,2016,35.0059,-79.7479
RICHMOND,REP,10383,2016,35.0059,-79.7479
ROBESON,DEM,19016,2016,34.6402,-79.1039
ROBESON,REP,20762,2016,34.6402,-79.1039
ROCKINGHAM,DEM,14228,2016,36.396,-79.775
ROCKINGHAM,REP,26830,2016,36.396,-79.775
ROWAN,DEM,19400,2016,35.6394,-80.5247
ROWAN,REP,42810,2016,35.6394,-80.5247
RUTHERFORD,DEM,7512,2016,35.4026,-81.9198
RUTHERFORD,REP,21871,2016,35.4026,-81.9198
SAMPSON,DEM,10547,2016,34.9916,-78.3714
SAMPSON,REP,14838,2016,34.9916,-78.3714
SCOTLAND,DEM,7319,2016,34.8409,-79.4804
SCOTLAND,REP,6256,2016,34.8409,-79.4804
STANLY,DEM,7094,2016,35.3119,-80.251
STANLY,REP,21964,2016,35.3119,-80.251
STOKES,DEM,4665,2016,36.4019,-80.2397
STOKES,REP,17116,2016,36.4019,-80.2397
SURRY,DEM,7488,2016,36.4146,-80.688
SURRY,REP,23671,2016,36.4146,-80.688
SWAIN,DEM,2196,2016,35.4868,-83.4928
SWAIN,REP,3565,2016,35.4868,-83.4928
TRANSYLVANIA,DEM,6558,2016,35.2021,-82.7982
TRANSYLVANIA,REP,10520,2016,35.2021,-82.7982
TYRRELL,DEM,720,2016,35.8172,-76.209
TYRRELL,REP,975,2016,35.8172,-76.209
UNION,DEM,34337,2016,34.9884,-80.5307
UNION,REP,66707,2016,34.9884,-80.5307
VANCE,DEM,12229,2016,36.3649,-78.4079
VANCE,REP,7332,2016,36.3649,-78.4079
WAKE,DEM,302736,2016,35.7903,-78.6503
WAKE,REP,196082,2016,35.7903,-78.6503
WARREN,DEM,6413,2016,36.3965,-78.1067
WARREN,REP,3214,2016,36.3965,-78.1067
WASHINGTON,DEM,3510,2016,35.8226,-76.5775
WASHINGTON,REP,2564,2016,35.8226,-76.5775
WATAUGA,DEM,14138,2016,36.2311,-81.6964
WATAUGA,REP,13697,2016,36.2311,-81.6964
WAYNE,DEM,21770,2016,35.364,-78.004
WAYNE,REP,27540,2016,35.364,-78.004
WILKES,DEM,6638,2016,36.2062,-81.163
WILKES,REP,23752,2016,36.2062,-81.163
WILSON,DEM,19663,2016,35.7051,-77.9187
WILSON,REP,17531,2016,35.7051,-77.9187
YADKIN,DEM,3160,2016,36.1605,-80.6652
YADKIN,REP,13880,2016,36.1605,-80.6652
YANCEY,DEM,3196,2016,35.8989,-82.3076
YANCEY,REP,6385,2016,35.8989,-82.3076
ALAMANCE,DEM,38825,2020,NA,NA
ALAMANCE,REP,46056,2020,NA,NA
ALEXANDER,DEM,4145,2020,35.921,-81.177
ALEXANDER,REP,15888,2020,35.921,-81.177
ALLEGHANY,DEM,1486,2020,36.4916,-81.1271
ALLEGHANY,REP,4527,2020,36.4916,-81.1271
ANSON,DEM,5789,2020,34.9738,-80.1027
ANSON,REP,5321,2020,34.9738,-80.1027
ASHE,DEM,4164,2020,36.4341,-81.5003
ASHE,REP,11451,2020,36.4341,-81.5003
AVERY,DEM,2191,2020,36.0765,-81.9226
AVERY,REP,7172,2020,36.0765,-81.9226
BEAUFORT,DEM,9633,2020,35.494,-76.8598
BEAUFORT,REP,16437,2020,35.494,-76.8598
BERTIE,DEM,5939,2020,36.0662,-76.9787
BERTIE,REP,3817,2020,36.0662,-76.9787
BLADEN,DEM,7326,2020,34.6146,-78.5637
BLADEN,REP,9676,2020,34.6146,-78.5637
BRUNSWICK,DEM,33310,2020,34.071,-78.2377
BRUNSWICK,REP,55850,2020,34.071,-78.2377
BUNCOMBE,DEM,96515,2020,35.6112,-82.5301
BUNCOMBE,REP,62412,2020,35.6112,-82.5301
BURKE,DEM,13118,2020,35.7496,-81.7048
BURKE,REP,31019,2020,35.7496,-81.7048
CABARRUS,DEM,52162,2020,35.3868,-80.5519
CABARRUS,REP,63237,2020,35.3868,-80.5519
CALDWELL,DEM,10245,2020,35.953,-81.5464
CALDWELL,REP,32119,2020,35.953,-81.5464
CAMDEN,DEM,1537,2020,36.3877,-76.2064
CAMDEN,REP,4312,2020,36.3877,-76.2064
CARTERET,DEM,12093,2020,34.8357,-76.6589
CARTERET,REP,30028,2020,34.8357,-76.6589
CASWELL,DEM,4860,2020,36.3932,-79.3335
CASWELL,REP,7089,2020,36.3932,-79.3335
CATAWBA,DEM,25689,2020,35.662,-81.2151
CATAWBA,REP,56588,2020,35.662,-81.2151
CHATHAM,DEM,26787,2020,35.7026,-79.2553
CHATHAM,REP,21186,2020,35.7026,-79.2553
CHEROKEE,DEM,3583,2020,35.1339,-84.0635
CHEROKEE,REP,12628,2020,35.1339,-84.0635
CHOWAN,DEM,3247,2020,36.1508,-76.6079
CHOWAN,REP,4471,2020,36.1508,-76.6079
CLAY,DEM,1699,2020,35.0572,-83.7502
CLAY,REP,5112,2020,35.0572,-83.7502
CLEVELAND,DEM,16955,2020,35.3341,-81.5555
CLEVELAND,REP,33798,2020,35.3341,-81.5555
COLUMBUS,DEM,9446,2020,34.2656,-78.655
COLUMBUS,REP,16832,2020,34.2656,-78.655
CRAVEN,DEM,21148,2020,35.1249,-77.0939
CRAVEN,REP,31032,2020,35.1249,-77.0939
CUMBERLAND,DEM,84469,2020,35.0487,-78.8277
CUMBERLAND,REP,60032,2020,35.0487,-78.8277
CURRITUCK,DEM,4195,2020,36.4031,-76.0059
CURRITUCK,REP,11657,2020,36.4031,-76.0059
DARE,DEM,9936,2020,35.7805,-75.7982
DARE,REP,13938,2020,35.7805,-75.7982
DAVIDSON,DEM,22636,2020,35.7933,-80.2128
DAVIDSON,REP,64658,2020,35.7933,-80.2128
DAVIE,DEM,6713,2020,35.9291,-80.5445
DAVIE,REP,18228,2020,35.9291,-80.5445
DUPLIN,DEM,8767,2020,34.9365,-77.933
DUPLIN,REP,13793,2020,34.9365,-77.933
DURHAM,DEM,144688,2020,36.036,-78.8766
DURHAM,REP,32459,2020,36.036,-78.8766
EDGECOMBE,DEM,16089,2020,35.9129,-77.5971
EDGECOMBE,REP,9206,2020,35.9129,-77.5971
FORSYTH,DEM,113033,2020,36.1306,-80.2563
FORSYTH,REP,85064,2020,36.1306,-80.2563
FRANKLIN,DEM,15879,2020,36.0827,-78.2857
FRANKLIN,REP,20901,2020,36.0827,-78.2857
GASTON,DEM,40959,2020,35.2944,-81.1803
GASTON,REP,73033,2020,35.2944,-81.1803
GATES,DEM,2546,2020,36.4449,-76.7005
GATES,REP,3367,2020,36.4449,-76.7005
GRAHAM,DEM,905,2020,35.3502,-83.8335
GRAHAM,REP,3710,2020,35.3502,-83.8335
GRANVILLE,DEM,14565,2020,36.304,-78.6527
GRANVILLE,REP,16647,2020,36.304,-78.6527
GREENE,DEM,3832,2020,35.485,-77.6758
GREENE,REP,4874,2020,35.485,-77.6758
GUILFORD,DEM,173086,2020,36.0795,-79.7889
GUILFORD,REP,107294,2020,36.0795,-79.7889
HALIFAX,DEM,15545,2020,36.2574,-77.6517
HALIFAX,REP,10080,2020,36.2574,-77.6517
HARNETT,DEM,22093,2020,35.3688,-78.8693
HARNETT,REP,35177,2020,35.3688,-78.8693
HAYWOOD,DEM,13144,2020,35.556,-82.9822
HAYWOOD,REP,22834,2020,35.556,-82.9822
HENDERSON,DEM,27211,2020,35.3363,-82.48
HENDERSON,REP,40032,2020,35.3363,-82.48
HERTFORD,DEM,7097,2020,36.3591,-76.982
HERTFORD,REP,3479,2020,36.3591,-76.982
HOKE,DEM,11804,2020,35.0175,-79.2373
HOKE,REP,9453,2020,35.0175,-79.2373
HYDE,DEM,1046,2020,35.5305,-76.2509
HYDE,REP,1418,2020,35.5305,-76.2509
IREDELL,DEM,33888,2020,35.8071,-80.8734
IREDELL,REP,67010,2020,35.8071,-80.8734
JACKSON,DEM,9591,2020,35.2876,-83.1408
JACKSON,REP,11356,2020,35.2876,-83.1408
JOHNSTON,DEM,41257,2020,35.5178,-78.3657
JOHNSTON,REP,68353,2020,35.5178,-78.3657
JONES,DEM,2197,2020,35.0217,-77.3552
JONES,REP,3280,2020,35.0217,-77.3552
LEE,DEM,12143,2020,35.4752,-79.1715
LEE,REP,16469,2020,35.4752,-79.1715
LENOIR,DEM,13605,2020,35.2388,-77.6412
LENOIR,REP,14590,2020,35.2388,-77.6412
LINCOLN,DEM,13274,2020,35.4856,-81.2235
LINCOLN,REP,36341,2020,35.4856,-81.2235
MACON,DEM,6230,2020,35.1505,-83.4222
MACON,REP,14211,2020,35.1505,-83.4222
MADISON,DEM,4901,2020,35.858,-82.7058
MADISON,REP,7979,2020,35.858,-82.7058
MARTIN,DEM,5911,2020,35.8432,-77.1092
MARTIN,REP,6532,2020,35.8432,-77.1092
MCDOWELL,DEM,5832,2020,35.6817,-82.0493
MCDOWELL,REP,16883,2020,35.6817,-82.0493
MECKLENBURG,DEM,378107,2020,35.2467,-80.8328
MECKLENBURG,REP,179211,2020,35.2467,-80.8328
MITCHELL,DEM,1867,2020,36.0133,-82.1636
MITCHELL,REP,7090,2020,36.0133,-82.1636
MONTGOMERY,DEM,4327,2020,35.3325,-79.9055
MONTGOMERY,REP,8411,2020,35.3325,-79.9055
MOORE,DEM,20779,2020,35.3106,-79.4814
MOORE,REP,36764,2020,35.3106,-79.4814
NASH,DEM,25947,2020,35.9673,-77.9864
NASH,REP,25827,2020,35.9673,-77.9864
NEW HANOVER,DEM,66138,2020,34.2328,-77.8847
NEW HANOVER,REP,63331,2020,34.2328,-77.8847
NORTHAMPTON,DEM,6069,2020,36.4178,-77.3969
NORTHAMPTON,REP,3989,2020,36.4178,-77.3969
ONSLOW,DEM,24266,2020,34.7321,-77.4321
ONSLOW,REP,46078,2020,34.7321,-77.4321
ORANGE,DEM,63594,2020,36.0611,-79.1207
ORANGE,REP,20176,2020,36.0611,-79.1207
PAMLICO,DEM,2713,2020,35.1435,-76.7407
PAMLICO,REP,4849,2020,35.1435,-76.7407
PASQUOTANK,DEM,9832,2020,36.2955,-76.284
PASQUOTANK,REP,9770,2020,36.2955,-76.284
PENDER,DEM,11723,2020,34.5248,-77.9051
PENDER,REP,21956,2020,34.5248,-77.9051
PERQUIMANS,DEM,2492,2020,36.2059,-76.4411
PERQUIMANS,REP,4903,2020,36.2059,-76.4411
PERSON,DEM,8465,2020,36.39,-78.9718
PERSON,REP,13184,2020,36.39,-78.9718
PITT,DEM,47252,2020,35.5933,-77.3745
PITT,REP,38982,2020,35.5933,-77.3745
POLK,DEM,4518,2020,35.2793,-82.1697
POLK,REP,7689,2020,35.2793,-82.1697
RANDOLPH,DEM,15618,2020,35.7103,-79.806
RANDOLPH,REP,56894,2020,35.7103,-79.806
RICHMOND,DEM,8754,2020,35.0059,-79.7479
RICHMOND,REP,11830,2020,35.0059,-79.7479
ROBESON,DEM,19020,2020,34.6402,-79.1039
ROBESON,REP,27806,2020,34.6402,-79.1039
ROCKINGHAM,DEM,15992,2020,36.396,-79.775
ROCKINGHAM,REP,31301,2020,36.396,-79.775
ROWAN,DEM,23114,2020,35.6394,-80.5247
ROWAN,REP,49297,2020,35.6394,-80.5247
RUTHERFORD,DEM,9135,2020,35.4026,-81.9198
RUTHERFORD,REP,24891,2020,35.4026,-81.9198
SAMPSON,DEM,10966,2020,34.9916,-78.3714
SAMPSON,REP,17411,2020,34.9916,-78.3714
SCOTLAND,DEM,7186,2020,34.8409,-79.4804
SCOTLAND,REP,7473,2020,34.8409,-79.4804
STANLY,DEM,8129,2020,35.3119,-80.251
STANLY,REP,25458,2020,35.3119,-80.251
STOKES,DEM,5286,2020,36.4019,-80.2397
STOKES,REP,20142,2020,36.4019,-80.2397
SURRY,DEM,8721,2020,36.4146,-80.688
SURRY,REP,27538,2020,36.4146,-80.688
SWAIN,DEM,2780,2020,35.4868,-83.4928
SWAIN,REP,4161,2020,35.4868,-83.4928
TRANSYLVANIA,DEM,8444,2020,35.2021,-82.7982
TRANSYLVANIA,REP,11636,2020,35.2021,-82.7982
TYRRELL,DEM,758,2020,35.8172,-76.209
TYRRELL,REP,1044,2020,35.8172,-76.209
UNION,DEM,48725,2020,34.9884,-80.5307
UNION,REP,80382,2020,34.9884,-80.5307
VANCE,DEM,12431,2020,36.3649,-78.4079
VANCE,REP,8391,2020,36.3649,-78.4079
WAKE,DEM,393336,2020,35.7903,-78.6503
WAKE,REP,226197,2020,35.7903,-78.6503
WARREN,DEM,6400,2020,36.3965,-78.1067
WARREN,REP,3752,2020,36.3965,-78.1067
WASHINGTON,DEM,3396,2020,35.8226,-76.5775
WASHINGTON,REP,2781,2020,35.8226,-76.5775
WATAUGA,DEM,17122,2020,36.2311,-81.6964
WATAUGA,REP,14451,2020,36.2311,-81.6964
WAYNE,DEM,24215,2020,35.364,-78.004
WAYNE,REP,30709,2020,35.364,-78.004
WILKES,DEM,7511,2020,36.2062,-81.163
WILKES,REP,27592,2020,36.2062,-81.163
WILSON,DEM,20754,2020,35.7051,-77.9187
WILSON,REP,19581,2020,35.7051,-77.9187
YADKIN,DEM,3763,2020,36.1605,-80.6652
YADKIN,REP,15933,2020,36.1605,-80.6652
YANCEY,DEM,3688,2020,35.8989,-82.3076
YANCEY,REP,7516,2020,35.8989,-82.3076
